,train_losses,val_losses,type_f1s,polarity_f1s,tense_f1s,certainty_f1s
0,0.029394696299195958,0.016760325180771557,0.7383188757752218,0.9196095622911363,0.42770176721786124,0.8815433413168452
1,0.015548836104990391,0.014341318048536777,0.7383188757752218,0.9196095622911363,0.6033297542453535,0.8815433413168452
2,0.012703664925242409,0.009142062505302221,0.7383188757752218,0.9196095622911363,0.7762534965030389,0.8815433413168452
3,0.0076291536169356845,0.007332903798669577,0.7397674331995742,0.9196095622911363,0.7983203726348448,0.8815433413168452
4,0.0064578080717264934,0.006539896009084971,0.749406679333166,0.9196095622911363,0.8038331721799391,0.8815433413168452
5,0.005545121353391683,0.005577935756224653,0.7798000544214778,0.9196095622911363,0.8698897946598011,0.9070988907698163
6,0.004828124932337845,0.004890167275848596,0.7991702743020804,0.9196095622911363,0.8750725937834899,0.9202489945934758
7,0.004388693557905682,0.004675019967734166,0.8084239326035596,0.9196095622911363,0.87536677154791,0.9285194720679326
8,0.0041537116951403325,0.004384829065479014,0.8163447156832137,0.9196095622911363,0.8766751052737268,0.9300637558518307
9,0.003962911586957366,0.0043212025142882185,0.820108784783028,0.9196095622911363,0.8762001189760494,0.9313224058407815
10,0.0038175580335069407,0.004111166385447849,0.8195594692154934,0.9196095622911363,0.8790532302706273,0.9306854113553698
11,0.003744202111376805,0.004035100998842846,0.8228545701386044,0.9196095622911363,0.8827657829667087,0.9301798334525695
12,0.003620678723758359,0.0038566763472297916,0.8243114986784489,0.9196095622911363,0.8836827224189092,0.9318023300712289
13,0.0034649555513823634,0.004054842466164542,0.8344821320818944,0.9196095622911363,0.8804452572725369,0.9313336628860746
14,0.003427698603946339,0.004071113157450505,0.8437638913761801,0.9196095622911363,0.8825450289194066,0.932113294305335
15,0.0033005171303710575,0.00397817678142177,0.8634185056451659,0.9203524981466021,0.8837436840987172,0.931459989253502
16,0.0032655516458842695,0.00405467198351803,0.8696536377346896,0.9209275620361169,0.8836474902827317,0.930979520184123
17,0.0031909260864819537,0.0037490791216006746,0.8712465788113287,0.922899299418571,0.8836992640601166,0.9336249472567401
18,0.003075322530002155,0.0036213907271461644,0.8739475060984054,0.9300635433339015,0.883964346700038,0.9338915841094071
19,0.003031574839757483,0.00365914827030476,0.8772545124317465,0.9349680266129868,0.8853756979988052,0.9339050162459435
20,0.002925256357444555,0.003511938043748555,0.8773603376872721,0.9402677266633113,0.8860468184777976,0.934651478241892
21,0.002826359486625938,0.003510686467685129,0.8785356241934115,0.9429119354552018,0.8865417954520491,0.93387393024465
22,0.002841400845876236,0.003460622716533101,0.8817447398725137,0.9501137289108456,0.8871267511689551,0.9326787388985309
23,0.0027652116338042227,0.0033955642062684765,0.880643297808622,0.9495564839609109,0.8864592075041668,0.931941122905279
24,0.00271097612253317,0.0036245524458101263,0.8851501966461168,0.9519556274504893,0.8878841893827271,0.9336430139503472
25,0.002656736477864174,0.0034401585530165744,0.8801247540464425,0.9532178759989158,0.8904106820184091,0.9341624231184261
26,0.0025866786096496192,0.003178928300495381,0.8827781735201407,0.9545968663938184,0.8889683524681632,0.9337745965295069
27,0.0025196626685622535,0.0032409925276980452,0.8878572488081904,0.9569819819504809,0.8891812140134749,0.9335504202054868
28,0.0024800534122047966,0.003215853671502808,0.8862573905065805,0.9563155606248911,0.8896713374575507,0.9336430139503472
29,0.0024683378882748024,0.0030883143392755933,0.8854061625399641,0.9565552744683542,0.8903635879714633,0.9328992866554291
30,0.002423071585009607,0.0035578762484795375,0.8880163032201844,0.9589935341350456,0.8899454220291435,0.9342661105680482
31,0.0023026189641252664,0.003167453221976757,0.8903443167277847,0.9593449313880059,0.8903804678915191,0.9348747576924182
32,0.0023199350709158383,0.003422204992207496,0.8902379176852341,0.9587511647036587,0.8907878287883005,0.9341016784435958
33,0.0022829763324449907,0.003055820403539616,0.8916357873359265,0.9597294689146068,0.8918736226803119,0.934149345473362
34,0.0022246144173059907,0.0037237294423191443,0.890300309689232,0.9615423292890062,0.8907428663526396,0.9342911676077011
35,0.0022005965943667997,0.003095679344487903,0.8920608031357731,0.9618157145217306,0.8930724894874905,0.9346603560632617
36,0.0022253728500473196,0.003060133095182802,0.8909050342969821,0.9628337043032842,0.8929493500575362,0.9341190692051979
37,0.002097213118902167,0.0033068446867653856,0.891935374936332,0.9628337043032842,0.8940823231273382,0.9351482409528651
38,0.002139748762141955,0.0033854106592986245,0.8927550098357847,0.9636234137918271,0.8951167005486074,0.9358923925337229
39,0.002068402360748039,0.003027437114328875,0.88971498129906,0.9618999485548893,0.894388244236947,0.9354009578842496
40,0.002046805969962662,0.0031085655791684985,0.8940501201008797,0.9645253933543162,0.8946374599171302,0.9335288607042426
41,0.0020273173132419504,0.0031999306166139636,0.8929579801638295,0.96411595333915,0.8931632195967473,0.9347809679794593
42,0.0019860566054795232,0.0032769309245454874,0.891400580341625,0.963908361790964,0.8940330945628211,0.9329671493614837
43,0.0019363255686063864,0.0030682741603611603,0.8923573329885376,0.9643673664778774,0.8954717255758734,0.9346424077741052
44,0.0019138393442282517,0.0032721930082239533,0.8929917892540715,0.9654458085150431,0.8946781696981579,0.9334090197432022
45,0.0018546972319148898,0.0032014593117586946,0.8934375826058663,0.9645422037144921,0.8937001111910763,0.9344153443766057
46,0.0018317455653456991,0.0033219415269306173,0.8935947273390173,0.964820411642376,0.8944509295121297,0.9358931795337663
47,0.0018445440957825002,0.004170758346014697,0.8959766682931094,0.9671188080992544,0.8938433959667977,0.9343818957019462
48,0.0017719273887093314,0.003314921895608954,0.8935492830739821,0.9662383233692388,0.8937457095475714,0.930464230459442
