,train_losses,val_losses,f1s
0,1.0779617335422929,1.0467855078833443,0.4161311809289981
1,1.0196721833872509,0.9708211705798194,0.7438922305734141
2,0.9249151485512056,0.8412792597498212,0.8016186197110159
3,0.8158994489405529,0.7409435113271078,0.8101465547575251
4,0.731656577213701,0.6644405552319118,0.8129841696799922
5,0.6650027374187147,0.6058075144177392,0.8160214549697585
6,0.608797426683357,0.5546846091747284,0.8146871281653272
7,0.5573909487350878,0.5074211075192406,0.8168735476256519
8,0.5114024346133312,0.4704721456482297,0.8291642489531817
9,0.47334009983453407,0.4425489121959323,0.8808664369408158
10,0.43972621373383397,0.40965892161641804,0.8886142044021981
11,0.4101761927805751,0.3868466473761059,0.8907087873919678
12,0.3879425665700292,0.36855463754563106,0.8903305137961345
13,0.3660624138562076,0.35424024008569266,0.893503357553453
14,0.3473333748708288,0.3475617255483355,0.895191019854859
15,0.335996988846595,0.3376434800170717,0.896961111051746
16,0.3241664885756481,0.3364707614694323,0.8910443056910773
17,0.3153099999370345,0.32428386381694246,0.8973796683851586
18,0.3039143408637449,0.32126774958201815,0.8948079754398848
19,0.29691832988377076,0.3199392131396702,0.893631651170093
20,0.28716060339686383,0.3126583014215742,0.895139190863267
21,0.282255596784224,0.3100754604453132,0.8989526479814315
22,0.27510048287460603,0.3080520523445947,0.897724797462604
23,0.2687459771173546,0.3103196308726356,0.8966799838590088
24,0.2651806159550885,0.3115261324814388,0.8938908990773947
25,0.2614501450794289,0.30399190953799654,0.8980264567717924
26,0.25729360045438787,0.3071764572745278,0.8933270306161426
27,0.25072940474892236,0.3105750921226683,0.8932628937682677
