,train_losses,val_losses,type_f1s,polarity_f1s,tense_f1s,certainty_f1s
0,0.11192954323710279,0.2636003478740652,0.8687535384123137,0.9695179939136492,0.8974277054089835,0.9120636951399087
1,0.11216047166430569,0.2635328170532982,0.8691172552187898,0.9695179939136492,0.8976432395583647,0.9120636951399087
2,0.11181790976131216,0.26343740491817397,0.8690844299799907,0.9695179939136492,0.8976432395583647,0.9120278941982619
3,0.11181682534515858,0.2633498605961601,0.8698796990719599,0.9695179939136492,0.8974246427282633,0.9120278941982619
4,0.11080740205943584,0.26332341444989044,0.8698796990719599,0.9695179939136492,0.8976324840871165,0.9124255260202313
5,0.11053252136929238,0.26330114156007767,0.8698796990719599,0.9690718945220547,0.8974138723454409,0.9124255260202313
6,0.1118904543208315,0.2632844215258956,0.8698796990719599,0.9690718945220547,0.8976293523524631,0.9124255260202313
7,0.11051804534694616,0.26323619578033686,0.8700673817660609,0.9690718945220547,0.8978447432785306,0.9122266789072828
8,0.11118760788218772,0.26322801504284143,0.8700673817660609,0.9692696182512408,0.8980661271043117,0.9119919890203314
9,0.1103772057339232,0.26323337635646266,0.8700673817660609,0.9692696182512408,0.8984892565959273,0.9121908100631237
10,0.11044268076248626,0.26322732741634053,0.8700673817660609,0.9692696182512408,0.8984892565959273,0.9121908100631237
11,0.11062739139541666,0.2632066722338398,0.8700673817660609,0.9692438620405839,0.8984892565959273,0.9123896936918765
12,0.10997235335092595,0.263203173254927,0.870255107011136,0.9694421518675739,0.8984892565959273,0.9123896936918765
13,0.11028737971123229,0.2632219223305583,0.8700673817660609,0.9694421518675739,0.898274043032627,0.9126244356924417
14,0.10912829582044418,0.263205732529362,0.8700673817660609,0.9694421518675739,0.8986957934096381,0.9130224433374481
15,0.11055810127328052,0.26320525755484897,0.8700702811281993,0.9694421518675739,0.8986957934096381,0.9130224433374481
16,0.10942844412428268,0.26320908063401777,0.8700702811281993,0.9694421518675739,0.8989109431359301,0.9130224433374481
17,0.10886796773906718,0.26316341912994784,0.8698412638170332,0.9694421518675739,0.8987043818764527,0.9130224433374481
18,0.10907837467149217,0.26318616575251025,0.8698412638170332,0.969640755709653,0.8984978597957438,0.9132215416223789
